Product Name,Ad Type,Campaign Id,Ad Group Id,Campaign Name,Ad Group Name,Default Bid,Ad Group Type,ASIN,SKU,Total Cost,Pick Pack Fee,AMZ Price,Referral Fee,BE ROAS,BE ACOS,Organic Target,Sponsored Target,DP CVR,Percentage
Washing Machine Cleaner,Sponsored Products,79289195529285,213309804272975,Washing Machine Cleaner - SP - Prod - Defense,Washing Machine Cleaner - SP - Prod - Defense - ASIN Def,0.75,ASIN Def,B08DVFZTTG,active-tablets-24,2.1,3.22,14.95,2.24,2.02,0.49,1.0,1.0,0.2372,10.0
Dontcare,Sponsored Products,64639219624688,214970237619721,Weighted Blanket - Auto,Weighted Blanket - Auto,1.5,Dontcare,,,,,,,,,,,,1.0
Dontcare,Sponsored Products,124970404905107,89227669409812,Weighted Blanket - Targeted,Weighted Blanket - Broad,2.75,Dontcare,,,,,,,,,,,,1.0
Dontcare,Sponsored Products,124970404905107,109094977379416,Weighted Blanket - Targeted,Weighted Blanket - Exact,3.5,Dontcare,,,,,,,,,,,,1.0
,Sponsored Brands,144189296804183000,,Cakeware Pans - SB - PC - V1,Cakeware Pans - SB - PC - V1,,,,,,,,,,,,,,1.0
Plant Stands,Sponsored Brands,144295766125247000,,Plant Stands - HSA - KW Targeted (Exact),Plant Stands - HSA - KW Targeted (Exact),,KW Exact,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,1.0
Washing Machine Cleaner,Sponsored Brands,144120581525744000,,Washing Machine Cleaner - SB - Prod - Comp - ASIN Comp - Direct (2),Washing Machine Cleaner - SB - Prod - Comp - ASIN Comp - Direct (2),,ASIN Comp,B08DVFZTTG,active-tablets-24,2.1,3.22,14.95,2.24,2.02,0.49,1.0,1.0,0.2372,1.0
Cakeware Pans General,Sponsored Brands,144164925410244000,,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V1,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - Specific V1,,KW Exact,,,,,,,4.0,0.25,,,,1.0
Cakeware Pans General,Sponsored Brands,144148390121277000,,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V1,Cakeware Pans - SB - KW - Store Spotlight - KW Exact - General V1,,KW Exact,,,,,,,4.0,0.25,,,,1.0
Plant Stands,Sponsored Brands,144137164853839000,,Plant Stands - HSA - KW Targeted (Broad),Plant Stands - HSA - KW Targeted (Broad),,KW Broad,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,1.0
Silicone Roasting Rack,Sponsored Brands,187721594972037,,Silicone Roasting Rack - SBV - KW - Main Video - KW Exact,Silicone Roasting Rack - SBV - KW - Main Video - KW Exact,,KW Exact,B08D73NSHJ,ie-roast-rack-1,4.24,3.96,12.95,1.94,4.61,0.22,1.0,2.0,,1.0
Dishwasher Cleaner,Sponsored Brands,160997678230921,,Dishwasher Cleaner - SBV - KW - Main Video - KW Exact - (mashup),Dishwasher Cleaner - SBV - KW - Main Video - KW Exact - (mashup),,KW Exact,B09MV5B75Y,active-dishwasher-24,2.44,3.22,15.95,2.39,2.02,0.5,1.0,1.0,0.398,1.0
Cakeware Pans 4 Inch,Sponsored Brands,220710176662559,,Cakeware Pans 4 Inch - SBV - KW - Comp - KW Exact(1),Cakeware Pans 4 Inch - SBV - KW - Comp - KW Exact(1),,KW Exact,B08D74SPZW,ie-pan-4in-4,4.8,5.4,18.95,2.84,3.21,0.31,1.0,2.0,,1.0
Washing Machine Cleaner,Sponsored Brands,70559575914807,,Washing Machine Cleaner - SBV - Prod - Comp - V2,Washing Machine Cleaner - SBV - Prod - Comp - V2,,ASIN Comp,B08DVFZTTG,active-tablets-24,2.1,3.22,14.95,2.24,2.02,0.49,1.0,1.0,0.2372,1.0
Cakeware Pans 4 7 9,Sponsored Brands,239947059576321,,Cakeware Pans 4 7 9 - SBV - KW - Comp - KW Exact,Cakeware Pans 4 7 9 - SBV - KW - Comp - KW Exact,,KW Exact,B08D75HXSN,ie-pan-479in-3,4.82,6.08,20.95,3.14,3.03,0.33,1.0,2.0,,1.0
Cakeware Pans General,Sponsored Brands,205573497585066,,Cakeware Pans General - SBV - KW - Main Video - KW Broad,Cakeware Pans General - SBV - KW - Main Video - KW Broad,,KW Broad,,,,,,,4.0,0.25,,,,1.0
Cakeware Pans 7 Inch,Sponsored Brands,104283493954288,,Cakeware Pans 7 Inch - SBV - KW - Comp - KW Exact,Cakeware Pans 7 Inch - SBV - KW - Comp - KW Exact,,KW Exact,B08D75BTWH,ie-pan-7in-1,1.76,5.4,10.95,1.64,5.1,0.2,1.0,2.0,,1.0
Silicone Roasting Rack,Sponsored Brands,168742810165839,,Silicone Roasting Rack - SBV - KW - Main Video - KW Broad(1),Silicone Roasting Rack - SBV - KW - Main Video - KW Broad(1),,KW Broad,B08D73NSHJ,ie-roast-rack-1,4.24,3.96,12.95,1.94,4.61,0.22,1.0,2.0,,1.0
Cakeware Pans 9 Inch,Sponsored Brands,32749551639998,,Cakeware Pans 9 Inch - SBV - KW - Comp - KW Broad(1),Cakeware Pans 9 Inch - SBV - KW - Comp - KW Broad(1),,KW Broad,B08D75QYRK,ie-pan-9in-1,2.15,5.4,14.95,2.24,2.9,0.35,1.0,2.0,,1.0
Active Detergent,Sponsored Brands,14388202724934,,Active Detergent - Video 1 - KW Targeted (Exact)(1),Active Detergent - Video 1 - KW Targeted (Exact)(1),,KW Exact,B07L8NJY8W,activ-90-1,2.87,6.75,24.95,3.74,2.15,0.46,1.0,2.0,0.2837,1.0
Active Detergent,Sponsored Brands,207921443708748,,Active Detergent - SBV - Prod - ASIN Comp - Direct Competitors,Active Detergent - SBV - Prod - ASIN Comp - Direct Competitors,,ASIN Comp,B07L8NJY8W,activ-90-1,2.87,6.75,24.95,3.74,2.15,0.46,1.0,2.0,0.2837,1.0
Dishwasher Cleaner,Sponsored Brands,35933799027038,,Dishwasher Cleaner - SBV - KW - Main Video - KW Exact - (vid1-subs),Dishwasher Cleaner - SBV - KW - Main Video - KW Exact - (vid1-subs),,KW Exact,B09MV5B75Y,active-dishwasher-24,2.44,3.22,15.95,2.39,2.02,0.5,1.0,1.0,0.398,1.0
Active Detergent,Sponsored Brands,245746973870236,,Active Detergent - SBV - KW - Comp - KW Exact,Active Detergent - SBV - KW - Comp - KW Exact,,KW Exact,B07L8NJY8W,activ-90-1,2.87,6.75,24.95,3.74,2.15,0.46,1.0,2.0,0.2837,1.0
Cakeware Pans 4 7 9,Sponsored Brands,129804933199126,,Cakeware Pans 4 7 9 - SBV - KW - Comp - KW Broad,Cakeware Pans 4 7 9 - SBV - KW - Comp - KW Broad,,KW Broad,B08D75HXSN,ie-pan-479in-3,4.82,6.08,20.95,3.14,3.03,0.33,1.0,2.0,,1.0
Active Detergent,Sponsored Brands,272845689519178,,Active Detergent - Video 1 - KW Targeted (Exact)(2),Active Detergent - Video 1 - KW Targeted (Exact)(2),,KW Exact,B07L8NJY8W,activ-90-1,2.87,6.75,24.95,3.74,2.15,0.46,1.0,2.0,0.2837,1.0
Cakeware Pans 4 Inch,Sponsored Brands,89700726736027,,Cakeware Pans 4 Inch - SBV - KW - Comp - KW Broad(1),Cakeware Pans 4 Inch - SBV - KW - Comp - KW Broad(1),,KW Broad,B08D74SPZW,ie-pan-4in-4,4.8,5.4,18.95,2.84,3.21,0.31,1.0,2.0,,1.0
Cakeware Pans 4 7 9,Sponsored Brands,202397211007685,,Cakeware Pans 4 7 9 - SBV - KW - Comp - KW Broad(1),Cakeware Pans 4 7 9 - SBV - KW - Comp - KW Broad(1),,KW Broad,B08D75HXSN,ie-pan-479in-3,4.82,6.08,20.95,3.14,3.03,0.33,1.0,2.0,,1.0
Washing Machine Cleaner,Sponsored Brands,145299125601255,,Washing Machine Cleaner - SBV - Prod - ASIN Comp - Direct,Washing Machine Cleaner - SBV - Prod - ASIN Comp - Direct,,ASIN Comp,B08DVFZTTG,active-tablets-24,2.1,3.22,14.95,2.24,2.02,0.49,1.0,1.0,0.2372,1.0
Cakeware Pans 4 Inch,Sponsored Brands,193350286557400,,Cakeware Pans 4 Inch - SBV - KW - Comp - KW Exact,Cakeware Pans 4 Inch - SBV - KW - Comp - KW Exact,,KW Comp,B08D74SPZW,ie-pan-4in-4,4.8,5.4,18.95,2.84,3.21,0.31,1.0,2.0,,1.0
Cakeware Pans 9 Inch,Sponsored Brands,261109049446156,,Cakeware Pans 9 Inch - SBV - KW - Comp - KW Broad,Cakeware Pans 9 Inch - SBV - KW - Comp - KW Broad,,KW Broad,B08D75QYRK,ie-pan-9in-1,2.15,5.4,14.95,2.24,2.9,0.35,1.0,2.0,,1.0
Cakeware Pans 7 Inch,Sponsored Brands,8067299425763,,Cakeware Pans 7 Inch - SBV - KW - Comp - KW Exact(1),Cakeware Pans 7 Inch - SBV - KW - Comp - KW Exact(1),,KW Exact,B08D75BTWH,ie-pan-7in-1,1.76,5.4,10.95,1.64,5.1,0.2,1.0,2.0,,1.0
Cakeware Pans General,Sponsored Brands,63232944874959,,Cakeware Pans General - SBV - KW - Main Video - KW Exact(1),Cakeware Pans General - SBV - KW - Main Video - KW Exact(1),,KW Exact,,,,,,,4.0,0.25,,,,1.0
Cakeware Pans 7 Inch,Sponsored Brands,139103978586306,,Cakeware Pans 7 Inch - SBV - KW - Comp - KW Broad(1),Cakeware Pans 7 Inch - SBV - KW - Comp - KW Broad(1),,KW Broad,B08D75BTWH,ie-pan-7in-1,1.76,5.4,10.95,1.64,5.1,0.2,1.0,2.0,,1.0
Cakeware Pans 4 Inch,Sponsored Brands,86825875050593,,Cakeware Pans 4 Inch - SBV - KW - Comp - KW Broad,Cakeware Pans 4 Inch - SBV - KW - Comp - KW Broad,,KW Broad,B08D74SPZW,ie-pan-4in-4,4.8,5.4,18.95,2.84,3.21,0.31,1.0,2.0,,1.0
Cakeware Pans 9 Inch,Sponsored Brands,208997897212373,,Cakeware Pans 9 Inch - SBV - KW - Comp - KW Exact,Cakeware Pans 9 Inch - SBV - KW - Comp - KW Exact,,KW Exact,B08D75QYRK,ie-pan-9in-1,2.15,5.4,14.95,2.24,2.9,0.35,1.0,2.0,,1.0
Washing Machine Cleaner,Sponsored Brands,42542797698513,,Washing Machine Cleaner - SBV - Prod - Comp - V3,Washing Machine Cleaner - SBV - Prod - Comp - V3,,ASIN Comp,B08DVFZTTG,active-tablets-24,2.1,3.22,14.95,2.24,2.02,0.49,1.0,1.0,0.2372,1.0
Washing Machine Cleaner,Sponsored Brands,172894477219276,,Washing Machine Cleaner - SBV - Prod - Comp - V4,Washing Machine Cleaner - SBV - Prod - Comp - V4,,ASIN Comp,B08DVFZTTG,active-tablets-24,2.1,3.22,14.95,2.24,2.02,0.49,1.0,1.0,0.2372,1.0
Cakeware Pans General,Sponsored Brands,241392158329409,,Cakeware Pans General - SBV - KW - Comp - KW Broad(1),Cakeware Pans General - SBV - KW - Comp - KW Broad(1),,KW Broad,,,,,,,4.0,0.25,,,,1.0
Cakeware Pans 7 Inch,Sponsored Brands,95298968973061,,Cakeware Pans 7 Inch - SBV - KW - Comp - KW Broad,Cakeware Pans 7 Inch - SBV - KW - Comp - KW Broad,,KW Broad,B08D75BTWH,ie-pan-7in-1,1.76,5.4,10.95,1.64,5.1,0.2,1.0,2.0,,1.0
Plant Stands,Sponsored Brands,204982259648971,,Plant Stands Video - KW Targeted (Broad),Plant Stands Video - KW Targeted (Broad),,KW Broad,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,1.0
Washing Machine Cleaner,Sponsored Brands,169709827166228,,Washing Machine Cleaner - SBV - KW - Main Video,Washing Machine Cleaner - SBV - KW - Main Video,,KW Exact,B08DVFZTTG,active-tablets-24,2.1,3.22,14.95,2.24,2.02,0.49,1.0,1.0,0.2372,1.0
Cakeware Pans General,Sponsored Brands,9843657863939,,Cakeware Pans General - SBV - KW - Main Video - KW Exact,Cakeware Pans General - SBV - KW - Main Video - KW Exact,,KW Exact,,,,,,,4.0,0.25,,,,1.0
Active Detergent,Sponsored Brands,55131567907237,,Active Detergent - SBV - KW - Comp - KW Broad,Active Detergent - SBV - KW - Comp - KW Broad,,KW Broad,B07L8NJY8W,activ-90-1,2.87,6.75,24.95,3.74,2.15,0.46,1.0,2.0,0.2837,1.0
Silicone Roasting Rack,Sponsored Brands,29329042769712,,Silicone Roasting Rack - SBV - KW - Main Video - KW Broad,Silicone Roasting Rack - SBV - KW - Main Video - KW Broad,,KW Broad,B08D73NSHJ,ie-roast-rack-1,4.24,3.96,12.95,1.94,4.61,0.22,1.0,2.0,,1.0
Cakeware Pans 4 7 9,Sponsored Brands,195560001122767,,Cakeware Pans 4 7 9 - SBV - KW - Comp - KW Exact(1),Cakeware Pans 4 7 9 - SBV - KW - Comp - KW Exact(1),,KW Exact,B08D75HXSN,ie-pan-479in-3,4.82,6.08,20.95,3.14,3.03,0.33,1.0,2.0,,1.0
Exp Steamer Basket,Sponsored Brands,62406880447897,,Exp Steamer Basket - SBV - Prod - ASIN Comp - Direct Competitors,Exp Steamer Basket - SBV - Prod - ASIN Comp - Direct Competitors,,ASIN Comp,B08D75LFT5,ie-exp-basket-1,3.35,4.75,12.95,1.94,4.45,0.22,1.0,2.0,,1.0
Cakeware Pans General,Sponsored Brands,241407499854214,,Cakeware Pans General - SBV - KW - Comp - KW Exact,Cakeware Pans General - SBV - KW - Comp - KW Exact,,KW Exact,,,,,,,4.0,0.25,,,,1.0
Cakeware Pans General,Sponsored Brands,243323620965697,,Cakeware Pans General - SBV - KW - Comp - KW Exact(1),Cakeware Pans General - SBV - KW - Comp - KW Exact(1),,KW Exact,,,,,,,4.0,0.25,,,,1.0
Cakeware Pans General,Sponsored Brands,76179439040215,,Cakeware Pans General - SBV - KW - Main Video - KW Broad(1),Cakeware Pans General - SBV - KW - Main Video - KW Broad(1),,KW Broad,,,,,,,4.0,0.25,,,,1.0
Cakeware Pans 9 Inch,Sponsored Brands,214193949697150,,Cakeware Pans 9 Inch - SBV - KW - Comp - KW Exact(1),Cakeware Pans 9 Inch - SBV - KW - Comp - KW Exact(1),,KW Exact,B08D75QYRK,ie-pan-9in-1,2.15,5.4,14.95,2.24,2.9,0.35,1.0,2.0,,1.0
Active Detergent,Sponsored Brands,84889760632799,,Active Detergent - Video 1 - KW Targeted (Exact),Active Detergent - Video 1 - KW Targeted (Exact),,KW Exact,B07L8NJY8W,activ-90-1,2.87,6.75,24.95,3.74,2.15,0.46,1.0,2.0,0.2837,1.0
Cakeware Pans General,Sponsored Brands,169443661647813,,Cakeware Pans General - SBV - KW - Comp - KW Broad,Cakeware Pans General - SBV - KW - Comp - KW Broad,,KW Broad,,,,,,,4.0,0.25,,,,1.0
Plant Stands,Sponsored Brands,151896126664277,,Plant Stands - SBV - Prod - ASIN Comp - Direct Competitors,Plant Stands - SBV - Prod - ASIN Comp - Direct Competitors,,ASIN Comp,B07MH6CHPR,sm-8-12-newfnsku,9.77,7.38,39.95,5.99,2.38,0.42,2.0,3.0,,1.0
Washing Machine Cleaner,Sponsored Products,270893626240984,84064964667117,Washing Machine Cleaner - SP - KW - Main,Washing Machine Cleaner - SP - KW - Main - KW Exact - Set 4,0.75,KW Exact,B08DVFZTTG,active-tablets-24,2.1,3.22,14.95,2.24,2.02,0.49,1.0,1.0,0.2372,5.5
Dishwasher Cleaner,Sponsored Brands,54129950939375,,Dishwasher Cleaner - SBV - KW - Main Video - KW Broad - (vid2-subs)(1),Dishwasher Cleaner - SBV - KW - Main Video - KW Broad - (vid2-subs)(1),,KW Broad,B09MV5B75Y,active-dishwasher-24,2.44,3.22,15.95,2.39,2.02,0.5,1.0,1.0,0.398,1.0
Dishwasher Cleaner,Sponsored Brands,32744120973525,,Dishwasher Cleaner - SBV - KW - Main Video - KW Exact - (vid1 - subs),Dishwasher Cleaner - SBV - KW - Main Video - KW Exact - (vid1 - subs),,KW Exact,B09MV5B75Y,active-dishwasher-24,2.44,3.22,15.95,2.39,2.02,0.5,1.0,1.0,0.398,1.0
Dishwasher Cleaner,Sponsored Brands,138743555044660,,Dishwasher Cleaner - SBV - KW - Washer Branded - KW Exact - (vid2-subs),Dishwasher Cleaner - SBV - KW - Washer Branded - KW Exact - (vid2-subs),,KW Exact,B09MV5B75Y,active-dishwasher-24,2.44,3.22,15.95,2.39,2.02,0.5,1.0,1.0,0.398,1.0
Dishwasher Cleaner,Sponsored Brands,175234998127835,,Dishwasher Cleaner - SBV - KW - Main Video - KW Exact - (mashup1),Dishwasher Cleaner - SBV - KW - Main Video - KW Exact - (mashup1),,KW Exact,B09MV5B75Y,active-dishwasher-24,2.44,3.22,15.95,2.39,2.02,0.5,1.0,1.0,0.398,1.0
Dishwasher Cleaner,Sponsored Brands,83668900302982,,Dishwasher Cleaner - SBV - Prod - Comp - ASIN Comp - Direct - (vid2-subs),Dishwasher Cleaner - SBV - Prod - Comp - ASIN Comp - Direct - (vid2-subs),,ASIN Comp,B09MV5B75Y,active-dishwasher-24,2.44,3.22,15.95,2.39,2.02,0.5,1.0,1.0,0.398,1.0
Dishwasher Cleaner,Sponsored Brands,176765232131265,,Dishwasher Cleaner - SBV - KW - Main Video - KW Exact - (vid3-subs),Dishwasher Cleaner - SBV - KW - Main Video - KW Exact - (vid3-subs),,KW Exact,B09MV5B75Y,active-dishwasher-24,2.44,3.22,15.95,2.39,2.02,0.5,1.0,1.0,0.398,1.0
Dishwasher Cleaner,Sponsored Brands,212427427909734,,Dishwasher Cleaner - SBV - KW - Comp - KW Exact - (vid2-subs)(1),Dishwasher Cleaner - SBV - KW - Comp - KW Exact - (vid2-subs)(1),,KW Exact,B09MV5B75Y,active-dishwasher-24,2.44,3.22,15.95,2.39,2.02,0.5,1.0,1.0,0.398,1.0
